id,label
1,0.500732421875
2,0.500537633895874
3,0.5009307265281677
4,0.5005756616592407
5,0.5004281997680664
6,0.5006712079048157
7,0.5006819367408752
8,0.500251829624176
9,0.5005123615264893
10,0.5005163550376892
11,0.5005068182945251
12,0.5006341934204102
13,0.5007364153862
14,0.5007713437080383
15,0.5007834434509277
16,0.5002739429473877
17,0.5007046461105347
18,0.5005753636360168
19,0.5005158185958862
20,0.5008267760276794
21,0.5006068348884583
22,0.5006944537162781
23,0.5003496408462524
24,0.500541627407074
25,0.5007745027542114
26,0.5005021095275879
27,0.5005942583084106
28,0.5005672574043274
29,0.5005127787590027
30,0.5008968114852905
31,0.500797688961029
32,0.5004710555076599
33,0.5005593299865723
34,0.500636875629425
35,0.5002310276031494
36,0.5005925893783569
37,0.5005697011947632
38,0.5002769827842712
39,0.5007617473602295
40,0.500670850276947
41,0.5006880164146423
42,0.500869870185852
43,0.5006195306777954
44,0.5007185935974121
45,0.5004158616065979
46,0.5006281137466431
47,0.500629186630249
48,0.5004658102989197
49,0.5005286931991577
50,0.5006872415542603
51,0.500432550907135
52,0.5007851123809814
53,0.5004516243934631
54,0.5003439784049988
55,0.5007196068763733
56,0.5006129741668701
57,0.5007620453834534
58,0.5004876852035522
59,0.5007848739624023
60,0.500428318977356
61,0.5006253123283386
62,0.5003297328948975
63,0.5007902383804321
64,0.5004751682281494
65,0.5005534291267395
66,0.5004269480705261
67,0.5006259083747864
68,0.5006693005561829
69,0.5007731914520264
70,0.5007784962654114
71,0.5004001259803772
72,0.5003361701965332
73,0.5007656812667847
74,0.5007936358451843
75,0.5004333853721619
76,0.5004184246063232
77,0.500649094581604
78,0.5004925727844238
79,0.5004854202270508
80,0.5005098581314087
81,0.5005762577056885
82,0.5004618167877197
83,0.5005437731742859
84,0.5005701184272766
85,0.5006563663482666
86,0.5006299614906311
87,0.5005927681922913
88,0.5005907416343689
89,0.5004772543907166
90,0.5004941821098328
91,0.5004675388336182
92,0.5007263422012329
93,0.5005958080291748
94,0.5003921985626221
95,0.5004135966300964
96,0.5005361437797546
97,0.5006635785102844
98,0.5005013942718506
99,0.5006194114685059
100,0.500592052936554
101,0.5005263686180115
102,0.5007381439208984
103,0.5003395080566406
104,0.5003527402877808
105,0.5006080865859985
106,0.5005115866661072
107,0.5003184080123901
108,0.5004221200942993
109,0.5007116198539734
110,0.5005568265914917
111,0.5004217624664307
112,0.5005775690078735
113,0.5007241368293762
114,0.5005790591239929
115,0.5004095435142517
116,0.5003743767738342
117,0.5006744861602783
118,0.5005762577056885
119,0.5003682374954224
120,0.5005113482475281
121,0.5005111694335938
122,0.5005665421485901
123,0.5004413723945618
124,0.5006721615791321
125,0.5008682608604431
126,0.500754177570343
127,0.5005613565444946
128,0.500495195388794
129,0.5004554986953735
130,0.5003317594528198
131,0.500464141368866
132,0.5006654858589172
133,0.5006168484687805
134,0.5008500218391418
135,0.5007128715515137
136,0.5006533861160278
137,0.5005466341972351
138,0.5005596280097961
139,0.5007599592208862
140,0.5005770325660706
141,0.5005330443382263
142,0.5005043745040894
143,0.5008648633956909
144,0.5005061626434326
145,0.5005373954772949
146,0.500744104385376
147,0.5001706480979919
148,0.5004842877388
149,0.5005037784576416
150,0.5008590221405029
151,0.5005738139152527
152,0.5003877282142639
153,0.5007063150405884
154,0.5007586479187012
155,0.500399112701416
156,0.5006607174873352
157,0.500679612159729
158,0.500682532787323
159,0.5006270408630371
160,0.5004762411117554
161,0.5003262162208557
162,0.5006537437438965
163,0.5005382895469666
164,0.5006731748580933
165,0.5004550218582153
166,0.5007444024085999
167,0.5006145238876343
168,0.5006349682807922
169,0.5005610585212708
170,0.5003463625907898
171,0.5004922747612
172,0.5007240176200867
173,0.5004882216453552
174,0.5004791021347046
175,0.5005923509597778
176,0.500952422618866
177,0.5005845427513123
178,0.5004628300666809
179,0.5004659295082092
180,0.5005221366882324
181,0.500640332698822
182,0.5006539225578308
183,0.5006777048110962
184,0.5002970099449158
185,0.5006006956100464
186,0.5007046461105347
187,0.5005545616149902
188,0.5006004571914673
189,0.5004111528396606
190,0.5006436705589294
191,0.5003727674484253
192,0.5006407499313354
193,0.5005358457565308
194,0.5007391571998596
195,0.5005165338516235
196,0.5004479289054871
197,0.5006484389305115
